Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model X,2,17154603,Module - Bluetooth (Parrot),Module Reset/Reflashed,0.1,0.1
NO,Model X,2,17157002,ECU Box (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model X,2,17250102,Camera - Rear View (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,17261102,Camera - B-Pillar - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,17261202,Camera - B-Pillar - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,17270102,Module - Park Assist (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model X,2,17271302,Sensor - Park Assist - Rear - Set (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,17302102,Switch - Glove Box (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,17303002,Power Socket 12V - Center Console (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,2,17303202,Power Socket 12V - Rear Trunk (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,17303502,USB Port - 3rd Row Seat (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17350802,Light - Map - Rear (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,2,17350902,Task Light - Footwell Cover - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17351502,Puddle Light - Rear Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17352202,Welcome Lamp - Rear Door - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,17352302,Welcome Lamp - Rear Door - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,17352402,Puddle Light - Liftgate (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17355102,Task Light - Footwell Cover - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17400102,Headlight  - LH (Remove & Replace),Remove and Replace,0.96,0.96
YES,Model X,2,17400150,Headlights - Adjust - NA (Tool Method),Test/Adjust,0.18,0.18
NO,Model X,2,17400202,Headlight - RH (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,17400252,Headlight  - Pair (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model X,2,17402002,Tail Light Assembly - LH (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model X,2,17402202,Tail Light Assembly - RH (with Subwoofer) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,17402252,Tail Light Assembly - RH (without Subwoofer) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,17402602,Light - License Plate (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,17402702,Light - Fog/Reverse - Rear - LH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,2,17402802,Light - Fog/Reverse - Rear - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,2,17402902,Lights - Fog/Reverse - Rear - LH/RH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,2,17403502,Lamp - Reflex - Rear - LH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,17403602,Lamp - Reflex - Rear - RH  (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,17409000,Headlight - Adjust - North America,Test/Adjust,0.15,0.15
NO,Model X,2,17450513,Key Fob - Program (No Keys Present),Program,0.12,0.12
NO,Model X,2,17450603,Key Fob (Tegra) (Unpair),Removal,0.0,0.0
NO,Model X,2,17450902,Battery - Key Fob (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17451002,Siren - Battery Backed (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,17451202,Antenna - Passive Entry - Rocker - LH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,2,17451302,Antenna - Passive Entry - Rocker - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,2,17451601,Antenna (with Cap) - Passive Entry - Center Console,Remove and Install,0.72,0.72
NO,Model X,2,17451602,Antenna (with Cap) - Passive Entry - Center Console,Remove and Replace,0.72,0.72
NO,Model X,2,17451802,Antenna - Passive Entry - Rear (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,17500302,Wiper Arm - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17500352,Wiper Arm - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,17501802,Wiper Arms - Pair  (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,17502502,Wiper Module (LHD) (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,2,17502702,Wiper Module (RHD) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,17530102,Horn - High Tone (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,2,17530202,Horns - Tone Horn Assembly - Pair (Remove and Replace),Remove and Replace,0.66,0.66
NO,Model X,2,17530302,Horn - Low Tone (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,2,17551002,Accelerator (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,2,17570102,Pyrotechnic Battery Disconnect (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,18100402,Duct - Busbar - 3rd Row - RH (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model X,2,18100602,Module - HVAC Controller - RCCM (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model X,2,18101002,HVAC Assembly (Remove & Replace),Remove and Replace,6.6,6.6
NO,Model X,2,18101602,Duct - Rocker - 3rd Row - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,18102102,Actuator - Driver's Temperature (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,18103002,Module - Thermal Controller (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model X,2,18103102,Motor - Fan Assembly - Rear HVAC (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,18103222,Blower Control FET - Blower Motor - HVAC (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,18103802,Duct - HEPA Filter (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,2,18105501,Filter - HEPA,Remove and Install,0.18,0.18
NO,Model X,2,18105502,Filter - HEPA,Remove and Replace,0.18,0.18
NO,Model X,2,18106602,Heater - Rear PTC (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,18107002,Sensor - Air Quality (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,18107202,Sensor - Ambient Air Temperature (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,2,18107602,Sensor - Temperature - Evaporator (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,18107702,Sensor - Temperature - Evaporator - Rear (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,18200402, Hose Coupler To DCDC,Remove and Replace,2.4,2.4
NO,Model X,2,18201012,Evaporator (Remove & Replace),Remove and Replace,6.25,6.25
NO,Model X,2,18203902,A/C Compressor (Remove & Replace),Remove and Replace,2.52,2.52
NO,Model X,2,18204102,Pipes - High/Low Pressure - Charge Port (with Rear HVAC) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,18204402,Pipes - High/Low Pressure - Charge Port (without Rear HVAC) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,18205002,TXV Valve­ Evaporator (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,18205502,Sensor - Pressure and Temperature - High Pressure (Remove and Replace),Remove and Replace,1.08,1.08
NO,Model X,2,18205602,Sensor - Pressure and Temperature - Low Pressure (Remove and Replace),Remove and Replace,1.08,1.08
NO,Model X,2,18206002,Battery Chiller and EXV Assembly (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,18206202,Battery Chiller (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,18207002,Pipes - High/Low Pressure - Charge Port to Rocker (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,18300052,Hose - Battery Coolant Pump 1 to Battery Coolant Pump 2 (2nd Generation) (Remove and Replace),Remove and Replace,0.84,0.84
NO,Model X,2,18300702,Hose - 3-Way Valve to 4-Way Valve (Remove and Replace),Remove and Replace,1.08,1.08
YES,Model X,2,18300900,Thermal System Test,Test/Adjust,0.1,0.1
YES,Model X,2,18301000,Clean Radiator,Maintenance,0.96,0.96
NO,Model X,2,18301002,Radiator (Remove & Replace),Remove and Replace,2.04,2.04
NO,Model X,2,18301100,Clean Radiator (Non-Heat Pump),Maintenance,0.9,0.9
NO,Model X,2,18301102,Hose - Radiator to 3-Way Valve (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,18301300,Remove and Clean Radiator (Non-Heat Pump),Maintenance,1.38,1.38
NO,Model X,2,18301502,Superbottle (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model X,2,18302522,Hose - Outlet - Small Rear Drive Unit (Remove & Replace),Remove and Replace,3.3,3.3
NO,Model X,2,18304102,Hose - Reservoir to 4 Way Coolant Valve (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,2,18304802,Hose - Battery to 4 Way Coolant Valve (Remove & Replace),Remove and Replace,2.58,2.58
NO,Model X,2,18304902,Hose - Battery Coolant Pump 1 to 4-Way Coolant Valve (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,18305302,Hose - Charger Outlet (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,18305502,Hose - DCDC to Battery Coolant Heater (Remove & Replace),Remove and Replace,2.64,2.64
NO,Model X,2,18306102,3 Way Coolant Valve - Radiator Bypass (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,2,18306502,4 Way Coolant Valve - Series/Parallel (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,18307302,Coolant Heater - Electric - Battery (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model X,2,18307402,Coolant Heater (RHD) (Remove & Replace),Remove and Replace,2.64,2.64
NO,Model X,2,18308502,Battery Coolant Pump 1 (1st Generation) (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,18308602,Battery Coolant Pump 2 (Remove & Replace),Remove and Replace,2.58,2.58
NO,Model X,2,18308702,Battery Coolant Pump 1 (2nd Generation) (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,18309002,Hose - Battery Coolant Pump 1 To Chiller (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,18309052,Hose - Battery Coolant Pump 1 to Chiller (2nd Generation) (Remove and Replace),Remove and Replace,0.84,0.84
NO,Model X,2,18309102,Hose - Battery Coolant Pump 2 To Chiller (Remove & Replace),Remove and Replace,2.46,2.46
NO,Model X,2,18309202,Hose - 4-Way Valve to Chiller (2nd Generation) (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,2,18500602,Active Louver - Center (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,18501002,Duct - Fascia - HVAC (Remove & Replace),Remove and Replace,0.9,0.9
YES,Model X,2,19010100825,Remove Vehicle Label (No Anti-Tamper Residue),Removal,0.06,0.06
YES,Model X,2,19010100902,Vehicle Emission Control Label,Remove and Replace,0.06,0.06
YES,Model X,2,19010100925,Remove Vehicle Label and Anti-Tamper Residue,Removal,0.12,0.12
YES,Model X,2,19010101002,Battery Chemistry Label,Remove and Replace,0.06,0.06
YES,Model X,2,19010101102,Monroney Label,Remove and Replace,0.06,0.06
YES,Model X,2,19010202,Labels - Any (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,19010303,Labels - Battery Enclosure - Any,Module Reset/Reflashed,0.24,0.24
NO,Model X,2,190135740002,"Correct CE label already present, no further action required.",Test/Adjust,0.1,0.1
NO,Model X,2,20010102,Airbag - Driver (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,2,20010202,Knee Airbag - Driver (NA) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,20010717,Remove 2nd Row Mono-Post Seat Airbag and Discard,Modify,0.0,0.0
NO,Model X,2,20050002,Buckle - 2nd Row - RH  (Without 2nd Row Bench Seats)(Remove and Replace),Remove and Replace,0.6,0.6
NO,Model X,2,20050302,Retractor - Seatbelt -1st Row - RH (Remove and Replace),Remove and Replace,0.84,0.84
NO,Model X,2,20051002,Height Adjuster - Seat Belt (Remove & Replace),Test/Adjust,0.06,0.06
NO,Model X,2,20054102,Retractor - Seatbelt -1st Row - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,20054202,Retractor - Seatbelt  - 1st Row - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,20054702,Buckle - 1st Row - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,20054802,Buckle - 1st Row - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,20056102,Seat Belt Assembly - 2nd Row - LH (Without 2nd Row Bench Seats)  (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model X,2,20056112,Retractor - Seatbelt - 2nd Row - LH (Bench Seat) (Remove & Replace),Remove and Replace,1.86,1.86
NO,Model X,2,20056202,Seat Belt Assembly - 2nd Row - RH (Without 2nd Row Bench Seats)  (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model X,2,20056212,Retractor - Seatbelt - 2nd Row - RH (Bench Seat) (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model X,2,20056302,Seatbelt - 2nd Row - Center (Remove & Replace),Remove and Replace,3.72,3.72
NO,Model X,2,20056312,Retractor - Seatbelt - 2nd Row - Center (Bench Seat) (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model X,2,20056402,Escutcheon - Seatbelt - 2nd Row - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,20056502,Escutcheon - Seatbelt - 2nd Row - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,20056602,Retractor Bezel - 2nd Row - Center (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,20057002,Buckle - 2nd Row - LH  (Without 2nd Row Bench Seats)(Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,20057012,Buckle - 2nd Row - LH (With 2nd Row Bench Seats) (Remove & Replace),Remove and Replace,1.62,1.62
NO,Model X,2,20057102,Buckle - 2nd Row - RH (Without 2nd Row Bench Seats) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,20057112,Buckle - 2nd Row - RH (With 2nd Row Bench Seats) (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model X,2,20057202,Buckle Assembly - 2nd Row - Center (Without 2nd Row Bench Seats) (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model X,2,20057212,Buckle Assembly - 2nd Row - Center (With 2nd Row Bench Seats) (Remove and Replace),Remove and Replace,1.14,1.14
NO,Model X,2,20058102,Retractor - Seatbelt - 3rd Row - LH (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model X,2,20058202,Retractor - Seatbelt - 3rd Row - RH (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model X,2,20058702,Buckle - 3rd Row - LH (Remove & Replace),Remove and Replace,0.0,0.0
NO,Model X,2,20058802,Buckle - 3rd Row - RH (Remove & Replace),Remove and Replace,0.0,0.0
NO,Model X,2,20058902,Buckle - 3rd Row (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,20101002,Pretensioner - Outboard Lap - 1st Row - LH (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model X,2,20101102,Pretensioner - Outboard Lap - 1st Row - RH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,20200502,Sensor - Airbag - B-Pillar - LH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,20200602,Sensor - Airbag - B-Pillar - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,20200702,Sensor - Airbag - C-Pillar - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,20200802,Sensor - Airbag - C-Pillar - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,20200902,Sensor - Airbag - D-Pillar - RH (Remove and Replace),Remove and Replace,0.72,0.72
NO,Model X,2,20201102,Sensor - Airbag - D-Pillar - LH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,2,20202002,Sensor - Pressure Tube (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,20202102,Sensor - Resistive Occupancy - Driver's Seat (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,20202112,Sensor Mat - Occupant Classification System - 1st Row - LH (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model X,2,20202302,Sensor Mat - Occupant Classification System - 1st Row - RH (Remove and Replace),Remove and Replace,1.14,1.14
NO,Model X,2,21050402,Re-Synchronize Odometer Value (Remove & Replace),Remove and Replace,0.3,0.3
YES,Model X,2,21051000,Update Display Avatar,Test/Adjust,0.12,0.12
NO,Model X,2,21060102,Media Control Unit (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,21060107,Disposed of Media Control Unit,Modify,0.18,0.18
NO,Model X,2,21060108,Tegra Parrot Module - Media Control Unit (Reflash),Restore,0.0,0.0
NO,Model X,2,21060112,Media Control Unit (Atom-based) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,21060208,Software Recovery - Media Control Unit (Restore),Restore,0.05,0.05
NO,Model X,2,21062902,Connectivity Board (With Gyro Board) (Remove & Replace),Remove and Replace,1.62,1.62
NO,Model X,2,21063002,Navigation Micro SD Card - Media Control Unit (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,21063208,SD Card - Media Control Unit (Reformat),Restore,0.05,0.05
NO,Model X,2,21063308,Field Programmable Gate Array (FPGA) - Media Control Unit (Reflash),Restore,0.05,0.05
NO,Model X,2,21065002,SD Card - Media Control Unit (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model X,2,21211002,Speaker - Rear Door - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,21211102,Speaker - Rear Door - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,21211502,Speaker - Dash - LH (Premium Only) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,21211602,Speaker - Dash - Center  (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,21211702,Speaker - Dash - RH (Premium Only) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,21211802,Tweeter - Dash (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,2,21212002,Subwoofer Assembly (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,2,21212502,Tweeter - A Pillar - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,21212602,Tweeter - A Pillar - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,21212702,Tweeter - Rear Door - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,21212802,Tweeter - Rear Door - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,21213002,Speaker - Liftgate - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,21213102,Speaker - Liftgate - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,21213302,Tweeter - Liftgate - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,21213402,Tweeter - Liftgate - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,21213502,Premium Boost Amplifier (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,21214002,Chime - Rear Door - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,21214102,Chime - Rear Door - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,21214202,Chime - Liftgate (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,21220102,Tuner - FM (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,21250102,Microphone - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,21250202,Microphone - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,21251002,Antenna - Bluetooth (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,21261002,Dock Connector - Telephone-USB - Center Console (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,21300602,Antenna Amplifier - AM/FM and RKE (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,2,21300702,Antenna Amplifier - FM2 (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,21301002,RF Filter - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,21301102,RF Filter - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,21311002,Antenna - Satellite Radio (Remove & Replace),Remove and Replace,4.44,4.44
NO,Model X,2,21320102,Antenna - GPS  (Remove & Replace),Remove and Replace,4.44,4.44
NO,Model X,2,21330102,Antenna - Wi-Fi (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,21350102,Antenna - GSM - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,21350202,Antenna - GSM - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,30011102,Skidplate - Rear (Remove & Replace),Remove and Replace,0.54,0.54
YES,Model X,2,31002300,Four Wheel Alignment Check and Adjust,Test/Adjust,1.32,1.32
NO,Model X,2,31030102,Knuckle - Suspension - Rear - LH (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model X,2,31030202,Knuckle - Suspension - Rear - RH (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model X,2,31030602,Hub - Rear - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,2,31030612,Hub - Rear - RH (Adaptive Suspension) (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,31030702,Hub - Rear - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,2,31030712,Hub - Rear - LH (Adaptive Suspension) (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,31031102,Control Arm Assembly - Rear - Lower - LH (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,31031202,Control Arm Assembly - Rear - Lower - RH (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,31033102,Stabilizer Bar - Rear (Remove & Replace),Remove and Replace,3.24,3.24
YES,Model X,2,31039000,Suspension - Rear - Check Torque,Test/Adjust,0.84,0.84
NO,Model X,2,31100102,Module - Air Suspension - ECU (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model X,2,31101008,Air Dryer - Tesla Air Suspension (Regenerate),Restore,0.15,0.15
NO,Model X,2,31102002,Compressor - Air Suspension (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,2,31102202,Valve Block - Air Suspension (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model X,2,31102502,Reservoir - Air Suspension (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model X,2,31103202,Fill Valve - Air Suspension,Remove and Replace,0.06,0.06
NO,Model X,2,31103206,Fill Valve - Air Suspension (Retrofit),Retrofit,0.54,0.54
NO,Model X,2,32010100,Lock To Lock-Angle Test,Test/Adjust,0.05,0.05
NO,Model X,2,32010302,Tie Rod End - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,32010402,Tie Rod End - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,2,33100102,ABS Modulator Assembly (Remove & Replace),Remove and Replace,4.68,4.68
NO,Model X,2,33100702,Sensor - Wheel Speed - ABS - Rear - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,33100802,Sensor - Wheel Speed - ABS - Rear - RH (Remove & Replace),Remove and Replace,0.42,0.42
YES,Model X,2,34010105,Tire Rotation,Maintenance,0.3,0.3
YES,Model X,2,34011302,Lug Nuts - Vehicle Set (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,2,34011402,Lug Nut Covers - Vehicle Set (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,34012402,Wheels - Axle Set (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,2,34012502,Wheel Sensor - TPMS - Rear - LH (Remove & Replace),Remove and Replace,0.3,0.3
YES,Model X,2,34012902,Wheels - Set (Remove and Replace),Remove and Replace,1.56,1.56
YES,Model X,2,34014005,Seasonal Wheel and Tire Set Swap (Already Built),Seasonal Swap,0.5,0.5
YES,Model X,2,34014101,Tire Set - Vehicle - Swap (Not Already Built),Remove and Install,1.38,1.38
NO,Model X,2,34015007,Wheel Disposal (Rework),Modify,0.06,0.06
YES,Model X,2,34015032,Cap - Wheel - Set (Remove & Replace),Remove and Replace,0.05,0.05
YES,Model X,2,34015202,Wheel - Rear - LH (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model X,2,34015222,Cap - Wheel - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
YES,Model X,2,34015302,Wheel - Rear - RH (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model X,2,34015322,Cap - Wheel - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
YES,Model X,2,34020010,Mobile Tire Service Performed,Modify,0.0,0.0
YES,Model X,2,34020030,Mobile Tire Service Performed – Logistics,Tire Repair,0.0,0.0
NO,Model X,2,34020105,Tire Rotation (Mobile Only),Maintenance,0.48,0.48
YES,Model X,2,34020305,Tires - All Four (Balance),Rebalance,0.6,0.6
YES,Model X,2,34020900,Check and Adjust Tire Pressure,Test/Adjust,0.05,0.05
YES,Model X,2,34021202,Tire - Rear - LH (Remove & Replace),Tire Purchase,0.35,0.35
YES,Model X,2,34021302,Tire - Rear - RH (Remove & Replace),Tire Purchase,0.35,0.35
YES,Model X,2,34021605,Tires - Rear - Set,Tire Purchase,0.7,0.7
YES,Model X,2,34021805,Tires - Vehicle - Set,Tire Purchase,1.15,1.15
YES,Model X,2,34022015,Tire - Supplemental (Rebalance),Maintenance,0.18,0.18
YES,Model X,2,34022205,Tire - Rear - LH (Road Force) (Balance),Tire Repair,0.2,0.2
YES,Model X,2,34022225,Tire - Rear - LH (Balance),Rebalance,0.2,0.2
YES,Model X,2,34022305,Tire - Rear - RH (Road Force) (Balance),Tire Repair,0.2,0.2
YES,Model X,2,34022325,Tire - Rear - RH (Balance),Rebalance,0.2,0.2
NO,Model X,2,34022425,Tires - Pair (Balance),Rebalance,0.3,0.3
YES,Model X,2,34023208,Tire - Rear - LH (Repair),Tire Repair,0.72,0.72
YES,Model X,2,34023308,Tire - Rear - RH (Repair),Tire Repair,0.72,0.72
NO,Model X,2,34040402,Wheel Sensor - TPMS - Rear - LH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,34040502,Wheel Sensor - TPMS - Rear - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,2,34040602,Wheel Sensors - TPMS - Vehicle Set (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,2,34041100,TPMS Sensor - ID Learn Procedure,Test/Adjust,0.18,0.18
NO,Model X,2,34041150,TPMS (Sensor ID Drive Learn),Test/Adjust,0.06,0.06
NO,Model X,2,34041300,TPMS - Set Thresholds,Program,0.3,0.3
NO,Model X,2,34043002,Module - TPMS (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,2,40010300,Drive Unit Health Check,Test/Adjust,1.0,1.0
NO,Model X,2,40010702,Drive Unit - Rear - Large (Remove & Replace),Remove and Replace,3.24,3.24
NO,Model X,2,40016002,Drive Unit - Rear - Small (Remove & Replace),Remove and Replace,5.16,5.16
NO,Model X,2,40018332,Drive Unit Function Test (Reman),Fee,1.32,1.32
NO,Model X,2,40019244,Drive Unit Disassembly (Reman),Fee,1.2,1.2
NO,Model X,2,40102002,Sensor - Rear Motor - Speed (Remove & Replace),Remove and Replace,0.48,0.48
